image_url,type,temperature,direction,distance,magnification,angle
IMG_00039.png,01,500,Horizontal,18.0,4000,perpendicular
IMG_00040.png,01,500,Horizontal,18.0,4000,perpendicular
IMG_00041.png,01,500,Horizontal,18.0,4000,perpendicular
IMG_00042.png,01,500,Horizontal,18.0,4000,perpendicular
IMG_00043.png,01,500,Horizontal,18.0,4000,perpendicular
IMG_00044.png,01,500,Horizontal,18.0,4000,perpendicular
IMG_00045.png,01,500,Horizontal,18.0,4000,perpendicular
IMG_00046.png,01,500,Horizontal,18.0,4000,perpendicular
IMG_00047.png,01,500,Horizontal,18.0,4000,perpendicular
IMG_00048.png,01,500,Horizontal,18.0,4000,perpendicular
IMG_00049.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00050.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00051.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00052.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00053.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00054.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00055.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00056.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00057.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00058.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00059.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00060.png,01,500,Horizontal,21.0,4000,perpendicular
IMG_00061.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00062.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00063.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00064.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00065.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00066.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00067.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00068.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00069.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00070.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00071.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00072.png,01,500,Horizontal,24.0,4000,perpendicular
IMG_00073.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00074.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00075.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00076.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00077.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00078.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00079.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00080.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00081.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00082.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00083.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00084.png,01,500,Horizontal,3.0,4000,perpendicular
IMG_00085.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00086.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00087.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00088.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00089.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00090.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00091.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00092.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00093.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00094.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00095.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00096.png,01,500,Horizontal,6.0,4000,perpendicular
IMG_00097.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00098.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00099.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00100.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00101.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00102.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00103.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00104.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00105.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00106.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00107.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00108.png,01,500,Horizontal,9.0,4000,perpendicular
IMG_00109.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00110.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00111.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00112.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00113.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00114.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00115.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00116.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00117.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00118.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00119.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00120.png,01,500,Vertical,0.0,4000,perpendicular
IMG_00121.png,01,500,Vertical,12.0,4000,tilt
IMG_00122.png,01,500,Vertical,12.0,4000,tilt
IMG_00123.png,01,500,Vertical,12.0,4000,tilt
IMG_00124.png,01,500,Vertical,12.0,4000,tilt
IMG_00125.png,01,500,Vertical,12.0,4000,tilt
IMG_00126.png,01,500,Vertical,12.0,4000,tilt
IMG_00127.png,01,500,Vertical,12.0,4000,tilt
IMG_00128.png,01,500,Vertical,12.0,4000,tilt
IMG_00129.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00130.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00131.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00132.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00133.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00134.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00135.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00136.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00137.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00138.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00139.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00140.png,01,500,Vertical,12.0,4000,perpendicular
IMG_00141.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00142.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00143.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00144.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00145.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00146.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00147.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00148.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00149.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00150.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00151.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00152.png,01,500,Vertical,13.0,4000,perpendicular
IMG_00153.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00154.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00155.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00156.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00157.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00158.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00159.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00160.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00161.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00162.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00163.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00164.png,01,500,Vertical,3.0,4000,perpendicular
IMG_00165.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00166.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00167.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00168.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00169.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00170.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00171.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00172.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00173.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00174.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00175.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00176.png,01,500,Vertical,6.0,4000,perpendicular
IMG_00177.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00178.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00179.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00180.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00181.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00182.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00183.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00184.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00185.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00186.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00187.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00188.png,01,500,Vertical,9.0,4000,perpendicular
IMG_00189.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00190.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00191.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00192.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00193.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00194.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00195.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00196.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00197.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00198.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00199.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00200.png,03,400,Horizontal,0.0,4000,perpendicular
IMG_00201.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00202.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00203.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00204.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00205.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00206.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00207.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00208.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00209.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00210.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00211.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00212.png,03,400,Horizontal,12.0,4000,perpendicular
IMG_00213.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00214.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00215.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00216.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00217.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00218.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00219.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00220.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00221.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00222.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00223.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00224.png,03,400,Horizontal,15.0,4000,perpendicular
IMG_00225.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00226.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00227.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00228.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00229.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00230.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00231.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00232.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00233.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00234.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00235.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00236.png,03,400,Horizontal,3.0,4000,perpendicular
IMG_00237.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00238.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00239.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00240.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00241.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00242.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00243.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00244.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00245.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00246.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00247.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00248.png,03,400,Horizontal,6.0,4000,perpendicular
IMG_00249.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00250.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00251.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00252.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00253.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00254.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00255.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00256.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00257.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00258.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00259.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00260.png,03,400,Horizontal,9.0,4000,perpendicular
IMG_00261.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00262.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00263.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00264.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00265.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00266.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00267.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00268.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00269.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00270.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00271.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00272.png,03,400,Vertical,0.0,4000,perpendicular
IMG_00273.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00274.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00275.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00276.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00277.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00278.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00279.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00280.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00281.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00282.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00283.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00284.png,03,400,Vertical,12.0,4000,perpendicular
IMG_00285.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00286.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00287.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00288.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00289.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00290.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00291.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00292.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00293.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00294.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00295.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00296.png,03,400,Vertical,13.0,4000,perpendicular
IMG_00297.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00298.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00299.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00300.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00301.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00302.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00303.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00304.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00305.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00306.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00307.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00308.png,03,400,Vertical,3.0,4000,perpendicular
IMG_00309.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00310.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00311.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00312.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00313.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00314.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00315.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00316.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00317.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00318.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00319.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00320.png,03,400,Vertical,6.0,4000,perpendicular
IMG_00321.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00322.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00323.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00324.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00325.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00326.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00327.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00328.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00329.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00330.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00331.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00332.png,03,400,Vertical,9.0,4000,perpendicular
IMG_00333.png,10,400,Horizontal,12.0,4000,tilt
IMG_00334.png,10,400,Horizontal,12.0,4000,tilt
IMG_00335.png,10,400,Horizontal,12.0,4000,tilt
IMG_00336.png,10,400,Horizontal,12.0,4000,tilt
IMG_00337.png,10,400,Horizontal,12.0,4000,perpendicular
IMG_00338.png,10,400,Horizontal,12.0,4000,perpendicular
IMG_00339.png,10,400,Horizontal,12.0,4000,perpendicular
IMG_00340.png,10,400,Horizontal,12.0,4000,perpendicular
IMG_00341.png,10,400,Horizontal,12.0,4000,perpendicular
IMG_00342.png,10,400,Horizontal,12.0,4000,perpendicular
IMG_00343.png,10,400,Horizontal,12.0,4000,perpendicular
IMG_00344.png,10,400,Horizontal,12.0,4000,perpendicular
IMG_00345.png,10,400,Horizontal,15.0,4000,tilt
IMG_00346.png,10,400,Horizontal,15.0,4000,tilt
IMG_00347.png,10,400,Horizontal,15.0,4000,tilt
IMG_00348.png,10,400,Horizontal,15.0,4000,tilt
IMG_00349.png,10,400,Horizontal,15.0,4000,perpendicular
IMG_00350.png,10,400,Horizontal,15.0,4000,perpendicular
IMG_00351.png,10,400,Horizontal,15.0,4000,perpendicular
IMG_00352.png,10,400,Horizontal,15.0,4000,perpendicular
IMG_00353.png,10,400,Horizontal,15.0,4000,perpendicular
IMG_00354.png,10,400,Horizontal,15.0,4000,perpendicular
IMG_00355.png,10,400,Horizontal,15.0,4000,perpendicular
IMG_00356.png,10,400,Horizontal,15.0,4000,perpendicular
IMG_00357.png,10,400,Horizontal,3.0,4000,tilt
IMG_00358.png,10,400,Horizontal,3.0,4000,tilt
IMG_00359.png,10,400,Horizontal,3.0,4000,tilt
IMG_00360.png,10,400,Horizontal,3.0,4000,tilt
IMG_00361.png,10,400,Horizontal,3.0,4000,perpendicular
IMG_00362.png,10,400,Horizontal,3.0,4000,perpendicular
IMG_00363.png,10,400,Horizontal,3.0,4000,perpendicular
IMG_00364.png,10,400,Horizontal,3.0,4000,perpendicular
IMG_00365.png,10,400,Horizontal,3.0,4000,perpendicular
IMG_00366.png,10,400,Horizontal,3.0,4000,perpendicular
IMG_00367.png,10,400,Horizontal,3.0,4000,perpendicular
IMG_00368.png,10,400,Horizontal,3.0,4000,perpendicular
IMG_00369.png,10,400,Horizontal,6.0,4000,tilt
IMG_00370.png,10,400,Horizontal,6.0,4000,tilt
IMG_00371.png,10,400,Horizontal,6.0,4000,tilt
IMG_00372.png,10,400,Horizontal,6.0,4000,tilt
IMG_00373.png,10,400,Horizontal,6.0,4000,perpendicular
IMG_00374.png,10,400,Horizontal,6.0,4000,perpendicular
IMG_00375.png,10,400,Horizontal,6.0,4000,perpendicular
IMG_00376.png,10,400,Horizontal,6.0,4000,perpendicular
IMG_00377.png,10,400,Horizontal,6.0,4000,perpendicular
IMG_00378.png,10,400,Horizontal,6.0,4000,perpendicular
IMG_00379.png,10,400,Horizontal,6.0,4000,perpendicular
IMG_00380.png,10,400,Horizontal,6.0,4000,perpendicular
IMG_00381.png,10,400,Horizontal,9.0,4000,tilt
IMG_00382.png,10,400,Horizontal,9.0,4000,tilt
IMG_00383.png,10,400,Horizontal,9.0,4000,tilt
IMG_00384.png,10,400,Horizontal,9.0,4000,tilt
IMG_00385.png,10,400,Horizontal,9.0,4000,perpendicular
IMG_00386.png,10,400,Horizontal,9.0,4000,perpendicular
IMG_00387.png,10,400,Horizontal,9.0,4000,perpendicular
IMG_00388.png,10,400,Horizontal,9.0,4000,perpendicular
IMG_00389.png,10,400,Horizontal,9.0,4000,perpendicular
IMG_00390.png,10,400,Horizontal,9.0,4000,perpendicular
IMG_00391.png,10,400,Horizontal,9.0,4000,perpendicular
IMG_00392.png,10,400,Horizontal,9.0,4000,perpendicular
IMG_00393.png,10,400,Vertical,12.0,4000,tilt
IMG_00394.png,10,400,Vertical,12.0,4000,tilt
IMG_00395.png,10,400,Vertical,12.0,4000,tilt
IMG_00396.png,10,400,Vertical,12.0,4000,tilt
IMG_00397.png,10,400,Vertical,12.0,4000,tilt
IMG_00398.png,10,400,Vertical,12.0,4000,tilt
IMG_00399.png,10,400,Vertical,12.0,4000,tilt
IMG_00400.png,10,400,Vertical,12.0,4000,tilt
IMG_00401.png,10,400,Vertical,12.0,4000,perpendicular
IMG_00402.png,10,400,Vertical,12.0,4000,perpendicular
IMG_00403.png,10,400,Vertical,12.0,4000,perpendicular
IMG_00404.png,10,400,Vertical,12.0,4000,perpendicular
IMG_00405.png,10,400,Vertical,12.0,4000,perpendicular
IMG_00406.png,10,400,Vertical,12.0,4000,perpendicular
IMG_00407.png,10,400,Vertical,12.0,4000,perpendicular
IMG_00408.png,10,400,Vertical,12.0,4000,perpendicular
IMG_00409.png,10,400,Vertical,14.0,4000,tilt
IMG_00410.png,10,400,Vertical,14.0,4000,tilt
IMG_00411.png,10,400,Vertical,14.0,4000,tilt
IMG_00412.png,10,400,Vertical,14.0,4000,tilt
IMG_00413.png,10,400,Vertical,14.0,4000,tilt
IMG_00414.png,10,400,Vertical,14.0,4000,tilt
IMG_00415.png,10,400,Vertical,14.0,4000,tilt
IMG_00416.png,10,400,Vertical,14.0,4000,tilt
IMG_00417.png,10,400,Vertical,14.0,4000,perpendicular
IMG_00418.png,10,400,Vertical,14.0,4000,perpendicular
IMG_00419.png,10,400,Vertical,14.0,4000,perpendicular
IMG_00420.png,10,400,Vertical,14.0,4000,perpendicular
IMG_00421.png,10,400,Vertical,14.0,4000,perpendicular
IMG_00422.png,10,400,Vertical,14.0,4000,perpendicular
IMG_00423.png,10,400,Vertical,14.0,4000,perpendicular
IMG_00424.png,10,400,Vertical,14.0,4000,perpendicular
IMG_00425.png,10,400,Vertical,3.0,4000,tilt
IMG_00426.png,10,400,Vertical,3.0,4000,tilt
IMG_00427.png,10,400,Vertical,3.0,4000,tilt
IMG_00428.png,10,400,Vertical,3.0,4000,tilt
IMG_00429.png,10,400,Vertical,3.0,4000,tilt
IMG_00430.png,10,400,Vertical,3.0,4000,tilt
IMG_00431.png,10,400,Vertical,3.0,4000,tilt
IMG_00432.png,10,400,Vertical,3.0,4000,tilt
IMG_00433.png,10,400,Vertical,3.0,4000,perpendicular
IMG_00434.png,10,400,Vertical,3.0,4000,perpendicular
IMG_00435.png,10,400,Vertical,3.0,4000,perpendicular
IMG_00436.png,10,400,Vertical,3.0,4000,perpendicular
IMG_00437.png,10,400,Vertical,3.0,4000,perpendicular
IMG_00438.png,10,400,Vertical,3.0,4000,perpendicular
IMG_00439.png,10,400,Vertical,3.0,4000,perpendicular
IMG_00440.png,10,400,Vertical,3.0,4000,perpendicular
IMG_00441.png,10,400,Vertical,6.0,4000,tilt
IMG_00442.png,10,400,Vertical,6.0,4000,tilt
IMG_00443.png,10,400,Vertical,6.0,4000,tilt
IMG_00444.png,10,400,Vertical,6.0,4000,tilt
IMG_00445.png,10,400,Vertical,6.0,4000,tilt
IMG_00446.png,10,400,Vertical,6.0,4000,tilt
